71502	71503	71504	71505	71506	71507	71508	71509	71510	71511	71512	71513	71514	71515	71516	71517	71518	71519	71520	71521	71522	71523	71524	71525	71526	71527	71528	71529	71530	71531	71532	71533	71534	71535	71536	71537	71538	71539	71540	71541	71542	71543	71544
ASV.1	19622	14014	16573	0	10620	0	0	1343	2210	812	1227	173	16198	0	12900	10243	941	9126	2215	0	16490	459	2314	305	0	1588	0	14597	130	991	19320	0	1841	6158	0	13041	0	15876	16716	14336	7579	1510	453
ASV.2	697	545	3639	4007	3618	6556	3334	12692	5265	12174	8242	818	1784	607	802	1157	792	2415	3557	1923	2524	2709	6817	3185	3537	3081	1884	2155	5507	5600	1167	5166	3655	6093	3963	1557	1579	2901	779	2184	3728	5023	0
ASV.3	351	355	1087	28	852	395	399	7713	2021	5090	4781	109	499	0	1460	972	94	1246	184	29	1373	246	4169	1459	58	48	36	2379	97	0	1650	164	307	6823	574	540	148	2371	1594	2204	5564	3648	385
ASV.4	1468	1128	2358	30	0	570	1577	2916	0	1596	1034	462	256	0	1838	1242	3180	1219	0	0	0	0	0	72	864	346	0	1580	5119	2528	636	6077	5037	2401	1792	1462	4231	505	451	0	2766	1657	1412
ASV.5	0	0	0	6697	0	2422	8255	0	8260	1376	0	1096	0	0	0	0	1273	0	1894	0	0	1829	923	0	0	0	1243	0	2701	3365	0	1710	1580	0	5427	0	2149	0	0	0	0	0	2470
ASV.6	130	0	0	1193	0	2519	2061	38	4603	16	0	583	983	1059	0	0	1245	0	825	304	0	1598	72	0	790	2556	1621	0	1954	1640	0	2052	2196	0	3200	0	2555	0	0	0	0	0	1232
ASV.7	1214	1778	152	0	0	0	0	0	0	2874	0	0	543	0	3922	2205	0	2488	0	0	694	0	0	170	0	0	0	4346	0	0	5313	0	0	1914	0	2039	0	506	2654	1590	1219	241	0
ASV.8	0	0	0	0	903	3053	4275	554	0	0	0	0	0	0	0	0	0	15	0	0	0	6488	2465	0	0	0	0	0	0	0	14	672	6216	0	959	0	0	0	0	31	1590	4644	0
ASV.9	0	0	3369	0	2647	240	281	0	0	0	0	0	911	0	4776	727	0	104	0	0	1314	0	0	155	0	0	0	2201	0	0	1447	0	0	0	0	2039	0	0	114	3019	5356	389	0
ASV.10	0	0	0	0	0	0	0	0	0	0	6244	9984	0	0	0	0	0	0	0	92	0	0	0	9121	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1569
ASV.11	261	1114	26	0	3591	0	0	1369	0	246	263	0	155	0	1931	1508	0	468	0	0	634	0	2122	48	0	0	0	1227	0	0	997	0	0	1578	0	1214	0	160	0	632	3358	2339	0
ASV.12	57	201	10	0	0	0	0	0	0	0	0	0	3507	2940	136	180	0	118	0	0	0	0	0	0	1790	6543	3060	0	0	0	0	0	0	0	0	1077	0	1021	91	0	83	0	0
ASV.13	0	0	0	0	0	0	2909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5235	1853	0	0	0	0	0	0	0	0	0	0	0	2596	0	0	0	0	0	2201	5538	0
ASV.14	0	0	0	0	0	0	0	0	0	0	5574	5062	0	0	0	0	0	0	0	0	0	0	0	4789	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	4756
ASV.15	0	0	114	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9280	0	0	0	0	0	0	0	0	6398	0	108	0	0	626	135	0	0	0	2329	245	0	0	0
ASV.16	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	1341	7695	0	0	3807	0	0	0	0	0	2274	0	0	0	0	0	0	0	0	1119	0	0	0	0	0	0	0	0
ASV.17	611	0	0	383	0	790	76	0	0	77	105	128	683	746	0	0	222	0	1306	0	0	1011	0	31	617	1036	870	0	0	0	0	2923	341	0	171	162	282	0	0	0	0	0	184
ASV.18	29	23	37	136	0	387	34	42	0	0	0	8	842	1467	318	397	0	0	0	47	0	0	0	22	249	795	3020	298	0	768	389	235	278	257	0	0	800	0	0	0	606	0	0
ASV.19	0	0	0	1531	0	1150	720	0	400	0	0	246	11	1208	0	0	155	0	880	316	0	1353	0	0	59	0	237	0	0	241	0	1093	0	0	1133	0	213	0	0	0	0	0	410
ASV.20	0	0	0	0	0	0	0	0	0	0	928	1968	0	0	0	0	0	0	0	0	0	0	0	1837	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	6247
ASV.21	0	0	0	1048	375	433	390	1101	696	1796	1499	0	0	0	0	0	0	0	221	0	296	295	859	650	0	0	0	0	0	0	0	0	0	510	0	0	0	0	0	0	436	501	0
ASV.22	142	228	235	687	613	320	3	7	0	7	0	0	151	364	442	176	273	78	440	276	1385	11	9	0	210	278	175	262	129	54	100	523	121	158	4	143	174	86	42	297	134	0	0
ASV.23	0	0	0	0	0	0	0	0	0	0	0	3210	0	0	0	0	0	0	0	0	0	0	0	3481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2044
ASV.24	0	109	0	0	0	4186	0	0	0	0	0	0	0	0	1234	0	0	0	0	2290	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0
ASV.25	0	0	0	0	0	86	1475	152	119	0	0	8	0	0	0	0	0	0	144	257	0	137	0	0	0	573	301	0	264	0	0	483	3067	0	0	0	0	0	0	0	0	0	352
ASV.26	0	0	0	0	0	0	0	1975	1218	1519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2152	0	0	0	0	0	0	0	86
ASV.27	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	5726	0	0	0	0	0	0	0	0	423	0	0	0	0	0	0	0	0	0	0	0	308	0	0
ASV.28	0	0	0	0	0	0	0	0	0	195	0	0	963	1017	876	92	140	0	0	0	0	0	0	0	1101	223	985	0	0	0	0	814	0	0	0	0	0	0	0	0	0	0	0
ASV.29	0	0	0	0	0	0	708	1580	477	1665	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	1501	0	0	0	0	0	0	0	0
ASV.30	0	0	0	0	0	0	0	0	0	0	0	2641	0	0	0	0	0	0	0	0	0	0	0	3593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.31	123	331	0	0	0	0	0	181	0	17	0	0	1731	0	436	343	0	119	0	0	49	0	506	0	0	0	0	135	0	0	17	0	496	36	0	1020	0	200	0	0	0	0	0
ASV.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5699	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.33	110	0	0	403	0	0	74	0	0	72	0	0	76	0	0	20	103	0	618	0	0	0	0	0	1064	912	672	9	308	0	0	0	183	195	33	0	431	0	53	0	30	0	75
ASV.34	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	570	2709	0	0	0	0	344	0	0	0	965	0	0	0	30	0	0	0	0	0	181	479	0	0	0
ASV.35	171	0	0	0	0	0	0	0	0	0	0	30	0	820	1002	749	0	0	0	0	0	0	0	0	0	390	201	0	0	162	1303	33	0	0	0	0	0	0	0	0	0	0	0
ASV.36	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	69	369	0	2432	0	0	0	0	0	29	0	70	0	0	634	0	0	0	0	0	41	1017	74	0	0	0	0	0
ASV.37	0	0	0	0	0	0	0	1461	0	1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1559	0	0	0	0	0	0	0	109
ASV.38	0	0	0	0	0	2730	1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.39	0	189	662	0	22	0	0	0	0	0	0	0	0	0	0	0	0	546	0	0	92	0	0	0	0	0	0	306	0	0	406	0	0	306	0	246	0	960	0	0	0	0	0
ASV.40	0	0	0	0	0	0	0	0	0	0	0	1488	0	0	0	0	0	0	0	0	0	0	0	1934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.41	0	268	0	0	0	0	0	0	0	0	0	0	376	0	0	182	0	0	0	0	0	0	0	0	1725	847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.42	0	0	0	0	0	0	0	0	0	0	0	0	0	3379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.43	0	0	61	510	264	156	0	0	0	0	0	0	0	0	0	31	63	38	138	123	96	15	0	0	0	0	59	69	0	168	189	483	96	158	0	3	56	39	5	359	167	0	0
ASV.44	0	0	0	120	0	192	0	0	0	0	0	0	0	0	0	0	622	283	144	115	0	0	0	0	0	152	0	58	0	0	0	0	224	225	0	0	90	389	0	409	300	0	0
ASV.45	41	0	0	464	0	0	0	0	0	0	0	0	247	0	171	79	0	0	0	0	41	0	0	0	147	347	625	179	0	201	512	0	0	105	0	24	91	16	0	0	0	0	0
ASV.46	17	25	104	341	138	75	0	0	0	0	0	0	31	47	42	99	127	67	216	141	249	0	0	0	20	58	126	153	25	100	124	238	63	64	0	25	92	61	0	280	58	0	0
ASV.47	0	0	0	0	0	0	0	778	0	0	0	0	175	0	0	0	0	0	0	1965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0
ASV.48	0	0	0	0	0	0	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.49	75	12	0	0	0	0	0	0	0	0	0	0	431	857	783	0	0	253	0	54	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
ASV.50	0	59	0	0	0	0	0	0	0	0	0	0	0	454	453	67	0	172	0	0	0	0	0	0	186	123	761	54	0	0	55	0	0	0	0	0	233	0	0	0	0	0	0
ASV.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1378	0	0	0	0	0	0	0	0	0	608	0	0	0	0	0	93	0	0	0	0	0	0	0	504
ASV.52	0	0	0	1080	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	117	0	0	0	0	104	613	487	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0
ASV.53	0	105	0	0	498	0	0	0	0	0	0	0	0	0	0	88	1199	0	0	0	0	0	0	0	0	381	89	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0
ASV.54	0	0	0	0	0	0	51	0	136	0	0	0	0	97	0	0	40	0	293	0	0	64	0	0	216	79	457	0	301	66	0	100	0	0	117	0	404	0	0	0	0	0	0
ASV.55	0	0	0	0	0	0	0	0	0	0	0	1017	0	0	0	0	0	0	0	0	0	0	0	955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383
ASV.56	0	0	0	0	0	0	0	0	0	0	492	500	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1044
ASV.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2317	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.59	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	38	119	0	238	1049	0	0	0	24	0	0	379	0	88	0	0	0	0
ASV.60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1142	0	0	0	0	1015	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.61	39	0	36	0	0	0	0	0	165	0	0	0	141	0	0	38	332	0	0	0	0	0	0	0	162	428	298	19	149	260	22	0	0	0	0	0	0	9	0	0	0	0	0
ASV.62	41	66	53	30	0	25	0	0	0	0	0	0	73	136	144	142	114	55	122	41	96	0	0	0	94	173	164	118	28	7	24	0	18	5	0	61	89	53	15	27	29	0	0
ASV.63	0	0	0	0	5	638	197	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	56	0	25	257	0	396	0	0	0	0	0	85	0	0
ASV.64	0	0	0	192	0	181	222	0	45	0	0	0	38	0	0	0	0	0	21	37	0	334	0	0	0	0	98	0	91	68	0	240	131	0	204	0	0	0	0	0	0	0	38
ASV.65	0	0	0	0	720	0	0	207	0	0	120	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	22	0	0	550	0	0	0	0	0	0	200	0
ASV.66	25	0	0	16	0	0	51	0	0	0	0	0	0	0	0	0	103	0	40	0	0	0	0	0	0	333	1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	143	0	309	0	0	0	0	61	0	0	1100	0	0	100	0	0	0
ASV.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1838	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1820	0	0	0	0	0	0	0	0	0	0	0
ASV.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.72	0	162	0	0	0	0	0	0	0	0	0	32	0	0	124	30	0	0	0	282	237	0	88	0	0	297	0	42	0	0	0	0	0	0	80	104	0	163	0	0	0	0	0
ASV.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1611
ASV.76	0	0	0	0	0	0	0	0	0	0	0	1005	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.77	0	0	0	0	0	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	354	0	0	0	0	0	0	306	0	0
ASV.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.79	0	0	0	0	290	42	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	270	0	0	0	0	0	0	0	0	234	181	0
ASV.80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1380	0	0	0	0	0	0
ASV.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1341	0	0	0	0
ASV.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	93	0	0	83	250	236	0	0	428	0	188	0	0	0	0	32	0	0	0	0	0	0
ASV.85	0	0	55	185	458	0	0	0	0	0	0	0	0	0	98	19	0	0	0	0	48	0	168	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	116	0	0
ASV.86	0	0	0	0	0	0	0	0	0	0	0	0	76	0	494	0	0	0	0	0	0	0	0	0	134	137	0	0	0	121	248	0	0	0	0	0	0	0	0	18	0	0	0
ASV.87	0	19	0	0	134	0	0	0	0	0	0	0	0	595	0	57	0	0	0	0	0	0	0	0	0	0	0	63	0	118	0	0	0	63	0	0	0	0	0	129	0	44	0
ASV.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.91	36	19	13	10	0	17	0	0	0	0	64	79	37	0	10	66	48	18	44	0	0	0	0	48	57	83	131	47	15	6	9	0	9	12	0	23	40	22	0	9	14	0	133
ASV.92	5	8	18	87	0	74	36	14	25	48	14	16	0	57	28	10	37	7	17	33	34	69	53	0	9	0	0	19	32	22	9	22	43	78	19	12	21	0	0	46	22	29	16
ASV.93	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803	0	162	0	0
ASV.94	0	0	0	0	0	0	0	0	0	0	0	0	88	0	12	0	0	0	0	0	182	0	376	0	0	0	0	0	79	0	0	225	0	0	0	0	0	0	0	0	72	0	0
ASV.95	10	31	0	66	0	25	0	0	0	0	0	0	54	211	174	16	15	12	41	0	14	0	0	0	31	84	37	13	22	38	41	19	0	13	0	35	0	0	0	26	0	0	0
ASV.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	71	17	277	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0
ASV.97	0	0	0	0	0	0	0	0	0	0	0	1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.98	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.99	0	0	0	6	0	4	45	14	18	0	0	49	0	0	8	0	0	0	0	0	3	76	27	21	0	0	0	0	0	0	0	23	84	9	296	0	0	0	0	9	9	12	247
ASV.100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	749	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.101	0	0	0	0	99	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	362	0	0	0	0	0	0	38	0	0	0	0	0	0	0	83	0	0	0	0	167	44	0
ASV.102	0	0	0	0	0	0	0	0	0	0	0	50	125	0	0	0	0	0	0	0	0	399	0	0	0	241	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0
ASV.103	0	0	0	0	124	0	0	121	0	0	0	0	0	0	235	0	0	0	0	0	159	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	38	98	34	0
ASV.104	0	0	0	0	0	0	0	0	0	0	0	0	0	538	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	38
ASV.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.107	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	0	0	0	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.108	0	62	0	0	0	108	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	472	0	0	0	0	0	0	0	0
ASV.109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	103	0	214	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	0	0	0	0	0	99	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.112	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57
ASV.113	252	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	85	0	0	0	0	0	0	236	0	0	80	0	0	0	0	0	0	0	86	0	0	0	0
ASV.114	0	0	0	0	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.115	0	105	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	297	105	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.116	0	0	0	0	0	755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.118	0	0	69	0	0	0	0	0	0	77	0	0	0	0	116	0	247	0	0	0	16	0	0	0	0	0	0	11	0	0	0	0	121	0	0	0	72	0	0	0	0	0	0
ASV.119	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	75	0	0	264	0	0	0	0	0	253	0	0
ASV.120	9	20	26	21	0	0	0	0	0	0	0	0	28	13	17	61	32	20	34	16	44	0	0	0	14	46	47	41	18	10	22	0	14	0	0	19	75	39	4	30	0	0	0
ASV.121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	310	225	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0
ASV.122	15	16	20	8	0	18	0	0	0	0	0	0	22	17	14	45	46	13	34	0	25	0	0	0	34	79	48	33	15	5	8	0	11	20	0	14	64	33	7	0	18	0	0
ASV.123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.124	0	0	0	0	0	0	0	90	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	0	0	0	0	0	0	0	51
ASV.126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	249	0	0
ASV.129	19	0	277	0	0	0	0	0	0	0	0	0	30	0	131	0	0	0	0	0	0	0	0	0	7	0	0	0	145	0	0	0	0	0	0	10	0	0	0	0	0	0	0
ASV.130	0	0	0	93	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	198	0	0	0	51	0	0	45	0	28	0	160	0	0	0	0	0	0
