DRR205311	DRR205312	DRR205313	DRR205314	DRR205315	DRR205316	DRR205317	DRR205318	DRR205319	DRR205320	DRR205321	DRR205322	DRR205323	DRR205324
ASV.1006	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1009	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1016	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ASV.1017	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ASV.1018	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ASV.1019	0	0	0	0	0	0	3	0	0	0	4	0	0	0
ASV.1020	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1021	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1022	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1023	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1024	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1025	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1027	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1029	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1030	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1031	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1032	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1033	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1034	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1035	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV.1036	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV.1045	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1047	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1049	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1051	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1052	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1055	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ASV.1059	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV.1060	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV.1061	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV.1062	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV.1068	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV.1069	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV.1073	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV.1074	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV.1076	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1077	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1080	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1083	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1084	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1085	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1086	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1088	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1089	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1090	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1091	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1092	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1095	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1096	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1101	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ASV.1102	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ASV.1106	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV.1107	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV.1109	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.1110	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.1111	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.1114	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.1117	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.1119	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.1121	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.1122	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.1123	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.1125	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.1130	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.1133	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.1135	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.1136	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.1141	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.1143	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.1146	0	0	0	0	0	0	0	0	4	0	0	2	0	0
ASV.1148	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV.1149	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV.1150	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV.1152	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV.1155	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV.1156	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV.1157	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV.1159	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV.1160	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV.1161	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV.1163	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.1164	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.1165	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.1166	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.1167	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.1169	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.1172	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.1173	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.1174	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.1177	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV.1181	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV.1182	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV.1183	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV.1188	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV.1189	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV.1190	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV.1192	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1193	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1199	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV.1201	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV.1202	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV.1204	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV.1206	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.1207	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.1208	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.1212	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.1214	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.1215	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.1217	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.1218	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.1220	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.1221	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.1222	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.1223	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.1224	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.1228	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.1229	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.1232	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.1233	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.1234	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.1235	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV.1236	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV.1238	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV.1239	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV.1242	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV.1243	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV.1249	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV.1250	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV.1253	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV.1255	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ASV.1258	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ASV.1259	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV.1262	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV.1263	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV.1265	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV.1269	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV.1272	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV.1273	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV.1274	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV.1275	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV.1277	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV.1278	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV.1281	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV.1282	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV.1284	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV.1285	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV.1290	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1292	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1293	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1294	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1300	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1302	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1303	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1304	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV.1305	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV.1307	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV.1309	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV.1312	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV.1314	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV.1315	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV.1317	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV.1318	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.1321	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.1322	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.1324	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.1325	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.1326	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.1327	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.1329	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.1331	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.1332	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.1333	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.1334	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.1335	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.1337	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.1338	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.1339	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.1340	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.1341	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.1342	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.1344	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.1346	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.1348	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.1349	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.1350	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.1352	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.1353	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.1355	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.1356	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.1357	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.1358	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.1360	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.1365	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV.1366	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV.1367	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV.1368	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV.1371	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV.1373	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV.1374	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV.1375	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV.1376	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV.1377	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV.1380	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV.1382	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV.1383	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV.1384	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV.1385	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV.1388	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV.1389	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV.1390	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV.1392	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV.1393	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV.1394	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV.1396	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV.1397	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV.1399	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV.1400	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV.1403	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV.1404	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV.1406	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV.1407	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV.1408	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV.1410	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV.1411	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV.1415	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV.1416	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV.1417	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV.1420	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV.1421	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV.1425	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV.1428	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1429	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1430	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1431	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1433	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1435	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1440	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1441	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1443	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1446	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV.1447	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV.1448	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV.1453	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV.1454	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV.1456	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV.1457	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV.1458	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV.1459	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV.1460	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV.1461	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV.1462	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV.1463	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV.1465	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV.1472	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.1474	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.1475	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.1477	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.1478	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.1479	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.1482	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.1483	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.1484	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.1487	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV.1488	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV.1489	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV.1490	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV.1494	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV.1500	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV.1501	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV.1502	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV.1504	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV.1508	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV.1509	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV.1510	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV.1512	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV.1513	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV.1515	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV.1517	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV.1522	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV.1525	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV.1528	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV.1530	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV.1532	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV.1533	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV.1536	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV.1540	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV.1544	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV.1545	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV.1547	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV.1548	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV.1550	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV.1558	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1559	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1564	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1565	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1566	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1567	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1575	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1585	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1586	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV.1589	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV.1596	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.1597	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.1598	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.1599	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.1600	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.1601	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.1602	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.1603	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.1605	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.1606	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.1607	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.1608	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.1610	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.1613	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.1614	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.1620	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.1630	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV.1632	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV.1633	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV.1636	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV.1637	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV.1639	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV.1640	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV.1642	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV.1643	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV.1645	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV.1646	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV.1650	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV.1657	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV.1658	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV.1660	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV.1664	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV.1665	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV.1668	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV.1669	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV.1670	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1671	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1672	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1675	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1678	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1681	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1682	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1683	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1685	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1686	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1687	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1691	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1692	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1712	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1716	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1720	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV.1722	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV.1725	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV.1727	0	0	0	0	0	0	0	0	0	0	0	1	0	0
