SRR13612812	SRR13612813	SRR13612814	SRR13612912	SRR13612913	SRR13612914	SRR13612915
ASV.1699	0	0	0	3	0	0	0
ASV.1700	0	0	0	3	0	0	0
ASV.1701	0	0	0	3	0	0	0
ASV.1702	0	0	0	3	0	0	0
ASV.1703	0	0	0	3	0	0	0
ASV.1704	0	0	0	3	0	0	0
ASV.1705	0	0	0	3	0	0	0
ASV.1706	0	0	0	3	0	0	0
ASV.1707	0	0	0	3	0	0	0
ASV.1708	0	0	0	3	0	0	0
ASV.1709	0	0	0	3	0	0	0
ASV.1710	0	0	0	3	0	0	0
ASV.1711	0	0	0	3	0	0	0
ASV.1712	0	0	0	3	0	0	0
ASV.1713	0	0	0	3	0	0	0
ASV.1714	0	0	0	3	0	0	0
ASV.1715	0	0	0	3	0	0	0
ASV.1719	0	0	0	3	0	0	0
ASV.1720	0	0	0	3	0	0	0
ASV.1721	0	0	0	3	0	0	0
ASV.1722	0	0	0	3	0	0	0
ASV.1723	0	0	0	3	0	0	0
ASV.1724	0	0	0	3	0	0	0
ASV.1726	0	0	0	3	0	0	0
ASV.1727	0	0	0	3	0	0	0
ASV.1728	0	0	0	3	0	0	0
ASV.1729	0	0	0	3	0	0	0
ASV.1730	0	0	0	3	0	0	0
ASV.1732	0	0	0	3	0	0	0
ASV.1733	0	0	0	3	0	0	0
ASV.1734	0	0	0	3	0	0	0
ASV.1735	0	0	0	3	0	0	0
ASV.1736	0	0	0	3	0	0	0
ASV.1737	0	0	0	3	0	0	0
ASV.1738	0	0	0	3	0	0	0
ASV.1739	0	0	0	3	0	0	0
ASV.1740	0	0	0	3	0	0	0
ASV.1741	0	0	0	3	0	0	0
ASV.1743	0	0	0	3	0	0	0
ASV.1744	0	0	0	3	0	0	0
ASV.1745	0	0	0	3	0	0	0
ASV.1746	0	0	0	3	0	0	0
ASV.1747	0	0	0	3	0	0	0
ASV.1748	0	0	0	3	0	0	0
ASV.1749	0	0	0	3	0	0	0
ASV.1750	0	0	0	3	0	0	0
ASV.1751	0	0	0	3	0	0	0
ASV.1752	0	0	0	3	0	0	0
ASV.1753	0	0	0	3	0	0	0
ASV.1754	0	0	0	3	0	0	0
ASV.1756	0	0	0	3	0	0	0
ASV.1757	0	0	0	3	0	0	0
ASV.1758	0	0	0	3	0	0	0
ASV.1759	0	0	0	3	0	0	0
ASV.1760	0	0	0	3	0	0	0
ASV.1761	0	0	0	3	0	0	0
ASV.1762	0	0	0	3	0	0	0
ASV.1763	0	0	0	3	0	0	0
ASV.1766	0	0	0	3	0	0	0
ASV.1767	0	0	0	3	0	0	0
ASV.1768	0	0	0	3	0	0	0
ASV.1769	0	0	0	3	0	0	0
ASV.1770	0	0	0	3	0	0	0
ASV.1771	0	0	0	3	0	0	0
ASV.1772	0	0	0	3	0	0	0
ASV.1773	0	0	0	3	0	0	0
ASV.1775	0	0	0	0	3	0	0
ASV.1776	0	0	0	0	3	0	0
ASV.1777	0	0	0	0	3	0	0
ASV.1778	0	0	0	0	3	0	0
ASV.1780	0	0	0	0	3	0	0
ASV.1781	0	0	0	0	3	0	0
ASV.1782	0	0	0	0	3	0	0
ASV.1783	0	0	0	0	3	0	0
ASV.1784	0	0	0	0	3	0	0
ASV.1785	0	0	0	0	3	0	0
ASV.1786	0	0	0	0	3	0	0
ASV.1787	0	0	0	0	3	0	0
ASV.1788	0	0	0	0	3	0	0
ASV.1789	0	0	0	0	3	0	0
ASV.1790	0	0	0	0	3	0	0
ASV.1791	0	0	0	0	3	0	0
ASV.1793	0	0	0	0	0	3	0
ASV.1794	0	0	0	0	0	3	0
ASV.1795	0	0	0	0	0	3	0
ASV.1796	0	0	0	0	0	3	0
ASV.1797	0	0	0	0	0	3	0
ASV.1798	0	0	0	0	0	3	0
ASV.1802	0	0	0	0	0	3	0
ASV.1803	0	0	0	0	0	3	0
ASV.1805	0	0	0	0	0	3	0
ASV.1806	0	0	0	0	0	3	0
ASV.1807	0	0	0	0	0	3	0
ASV.1808	0	0	0	0	0	3	0
ASV.1809	0	0	0	0	0	3	0
ASV.1810	0	0	0	0	0	3	0
ASV.1811	0	0	0	0	0	3	0
ASV.1812	0	0	0	0	0	3	0
ASV.1813	0	0	0	0	0	3	0
ASV.1815	0	0	0	0	0	3	0
ASV.1816	0	0	0	0	0	3	0
ASV.1817	0	0	0	0	0	3	0
ASV.1818	0	0	0	0	0	3	0
ASV.1819	0	0	0	0	0	3	0
ASV.1820	0	0	0	0	0	3	0
ASV.1821	0	0	0	0	0	3	0
ASV.1822	0	0	0	0	0	3	0
ASV.1823	0	0	0	0	0	3	0
ASV.1824	0	0	0	0	0	3	0
ASV.1825	0	0	0	0	0	3	0
ASV.1826	0	0	0	0	0	3	0
ASV.1827	0	0	0	0	0	3	0
ASV.1828	0	0	0	0	0	3	0
ASV.1829	0	0	0	0	0	3	0
ASV.1830	0	0	0	0	0	3	0
ASV.1831	0	0	0	0	0	3	0
ASV.1832	0	0	0	0	0	3	0
ASV.1833	0	0	0	0	0	3	0
ASV.1834	0	0	0	0	0	0	3
ASV.1835	0	0	0	0	0	0	3
ASV.1836	0	0	0	0	0	0	3
ASV.1837	0	0	0	0	0	0	3
ASV.1838	0	0	0	0	0	0	3
ASV.1839	0	0	0	0	0	0	3
ASV.1840	0	0	0	0	0	0	3
ASV.1841	0	0	0	0	0	0	3
ASV.1842	0	0	0	0	0	0	3
ASV.1843	0	0	0	0	0	0	3
ASV.1844	0	0	0	0	0	0	3
ASV.1845	0	0	0	0	0	0	3
ASV.1846	0	0	0	0	0	0	3
ASV.1847	0	0	0	0	0	0	3
ASV.1849	2	0	0	0	0	0	0
ASV.1850	2	0	0	0	0	0	0
ASV.1851	2	0	0	0	0	0	0
ASV.1852	2	0	0	0	0	0	0
ASV.1853	2	0	0	0	0	0	0
ASV.1854	2	0	0	0	0	0	0
ASV.1855	2	0	0	0	0	0	0
ASV.1856	2	0	0	0	0	0	0
ASV.1857	2	0	0	0	0	0	0
ASV.1858	2	0	0	0	0	0	0
ASV.1859	2	0	0	0	0	0	0
ASV.1860	2	0	0	0	0	0	0
ASV.1861	2	0	0	0	0	0	0
ASV.1862	2	0	0	0	0	0	0
ASV.1863	2	0	0	0	0	0	0
ASV.1864	2	0	0	0	0	0	0
ASV.1865	2	0	0	0	0	0	0
ASV.1866	2	0	0	0	0	0	0
ASV.1867	2	0	0	0	0	0	0
ASV.1868	2	0	0	0	0	0	0
ASV.1869	2	0	0	0	0	0	0
ASV.1870	2	0	0	0	0	0	0
ASV.1871	2	0	0	0	0	0	0
ASV.1872	2	0	0	0	0	0	0
ASV.1873	2	0	0	0	0	0	0
ASV.1874	2	0	0	0	0	0	0
ASV.1875	2	0	0	0	0	0	0
ASV.1876	2	0	0	0	0	0	0
ASV.1878	2	0	0	0	0	0	0
ASV.1879	2	0	0	0	0	0	0
ASV.1880	2	0	0	0	0	0	0
ASV.1881	2	0	0	0	0	0	0
ASV.1882	2	0	0	0	0	0	0
ASV.1883	2	0	0	0	0	0	0
ASV.1884	2	0	0	0	0	0	0
ASV.1885	2	0	0	0	0	0	0
ASV.1886	2	0	0	0	0	0	0
ASV.1887	2	0	0	0	0	0	0
ASV.1888	2	0	0	0	0	0	0
ASV.1889	2	0	0	0	0	0	0
ASV.1890	2	0	0	0	0	0	0
ASV.1891	2	0	0	0	0	0	0
ASV.1892	2	0	0	0	0	0	0
ASV.1893	2	0	0	0	0	0	0
ASV.1894	2	0	0	0	0	0	0
ASV.1895	2	0	0	0	0	0	0
ASV.1896	2	0	0	0	0	0	0
ASV.1897	2	0	0	0	0	0	0
ASV.1898	2	0	0	0	0	0	0
ASV.1899	2	0	0	0	0	0	0
ASV.1900	2	0	0	0	0	0	0
ASV.1901	2	0	0	0	0	0	0
ASV.1902	2	0	0	0	0	0	0
ASV.1903	2	0	0	0	0	0	0
ASV.1904	2	0	0	0	0	0	0
ASV.1905	2	0	0	0	0	0	0
ASV.1906	2	0	0	0	0	0	0
ASV.1907	2	0	0	0	0	0	0
ASV.1908	2	0	0	0	0	0	0
ASV.1909	2	0	0	0	0	0	0
ASV.1910	2	0	0	0	0	0	0
ASV.1911	2	0	0	0	0	0	0
ASV.1912	2	0	0	0	0	0	0
ASV.1913	2	0	0	0	0	0	0
ASV.1914	2	0	0	0	0	0	0
ASV.1915	2	0	0	0	0	0	0
ASV.1916	2	0	0	0	0	0	0
ASV.1917	2	0	0	0	0	0	0
ASV.1918	2	0	0	0	0	0	0
ASV.1919	2	0	0	0	0	0	0
ASV.1920	2	0	0	0	0	0	0
ASV.1921	2	0	0	0	0	0	0
ASV.1922	2	0	0	0	0	0	0
ASV.1923	2	0	0	0	0	0	0
ASV.1924	2	0	0	0	0	0	0
ASV.1925	2	0	0	0	0	0	0
ASV.1926	2	0	0	0	0	0	0
ASV.1927	2	0	0	0	0	0	0
ASV.1928	2	0	0	0	0	0	0
ASV.1929	2	0	0	0	0	0	0
ASV.1930	2	0	0	0	0	0	0
ASV.1931	2	0	0	0	0	0	0
ASV.1932	2	0	0	0	0	0	0
ASV.1933	2	0	0	0	0	0	0
ASV.1934	2	0	0	0	0	0	0
ASV.1935	2	0	0	0	0	0	0
ASV.1936	2	0	0	0	0	0	0
ASV.1937	2	0	0	0	0	0	0
ASV.1938	2	0	0	0	0	0	0
ASV.1939	2	0	0	0	0	0	0
ASV.1940	2	0	0	0	0	0	0
ASV.1941	2	0	0	0	0	0	0
ASV.1942	2	0	0	0	0	0	0
ASV.1943	2	0	0	0	0	0	0
ASV.1945	0	2	0	0	0	0	0
ASV.1946	0	2	0	0	0	0	0
ASV.1947	0	2	0	0	0	0	0
ASV.1948	0	2	0	0	0	0	0
ASV.1949	0	2	0	0	0	0	0
ASV.1950	0	2	0	0	0	0	0
ASV.1951	0	2	0	0	0	0	0
ASV.1952	0	2	0	0	0	0	0
ASV.1953	0	2	0	0	0	0	0
ASV.1954	0	2	0	0	0	0	0
ASV.1955	0	2	0	0	0	0	0
ASV.1956	0	2	0	0	0	0	0
ASV.1957	0	2	0	0	0	0	0
ASV.1958	0	2	0	0	0	0	0
ASV.1959	0	2	0	0	0	0	0
ASV.1960	0	2	0	0	0	0	0
ASV.1961	0	2	0	0	0	0	0
ASV.1962	0	2	0	0	0	0	0
ASV.1963	0	2	0	0	0	0	0
ASV.1964	0	2	0	0	0	0	0
ASV.1965	0	2	0	0	0	0	0
ASV.1966	0	2	0	0	0	0	0
ASV.1967	0	2	0	0	0	0	0
ASV.1968	0	2	0	0	0	0	0
ASV.1969	0	2	0	0	0	0	0
ASV.1970	0	2	0	0	0	0	0
ASV.1971	0	2	0	0	0	0	0
ASV.1972	0	2	0	0	0	0	0
ASV.1973	0	2	0	0	0	0	0
ASV.1974	0	2	0	0	0	0	0
ASV.1975	0	2	0	0	0	0	0
ASV.1976	0	2	0	0	0	0	0
ASV.1977	0	2	0	0	0	0	0
ASV.1978	0	2	0	0	0	0	0
ASV.1979	0	2	0	0	0	0	0
ASV.1980	0	2	0	0	0	0	0
ASV.1981	0	2	0	0	0	0	0
ASV.1982	0	2	0	0	0	0	0
ASV.1983	0	2	0	0	0	0	0
ASV.1984	0	2	0	0	0	0	0
ASV.1985	0	2	0	0	0	0	0
ASV.1986	0	2	0	0	0	0	0
ASV.1987	0	2	0	0	0	0	0
ASV.1988	0	2	0	0	0	0	0
ASV.1989	0	2	0	0	0	0	0
ASV.1990	0	2	0	0	0	0	0
ASV.1991	0	2	0	0	0	0	0
ASV.1992	0	2	0	0	0	0	0
ASV.1993	0	2	0	0	0	0	0
ASV.1994	0	2	0	0	0	0	0
ASV.1995	0	2	0	0	0	0	0
ASV.1996	0	2	0	0	0	0	0
ASV.1997	0	2	0	0	0	0	0
ASV.1998	0	2	0	0	0	0	0
ASV.1999	0	2	0	0	0	0	0
ASV.2000	0	2	0	0	0	0	0
ASV.2001	0	2	0	0	0	0	0
ASV.2002	0	2	0	0	0	0	0
ASV.2003	0	2	0	0	0	0	0
ASV.2004	0	2	0	0	0	0	0
ASV.2005	0	2	0	0	0	0	0
ASV.2006	0	2	0	0	0	0	0
ASV.2007	0	2	0	0	0	0	0
ASV.2008	0	2	0	0	0	0	0
ASV.2009	0	2	0	0	0	0	0
ASV.2010	0	2	0	0	0	0	0
ASV.2011	0	2	0	0	0	0	0
ASV.2012	0	2	0	0	0	0	0
ASV.2013	0	2	0	0	0	0	0
ASV.2014	0	2	0	0	0	0	0
ASV.2015	0	2	0	0	0	0	0
ASV.2016	0	2	0	0	0	0	0
ASV.2017	0	2	0	0	0	0	0
ASV.2018	0	2	0	0	0	0	0
ASV.2019	0	0	2	0	0	0	0
ASV.2020	0	0	2	0	0	0	0
ASV.2021	0	0	2	0	0	0	0
ASV.2022	0	0	2	0	0	0	0
ASV.2023	0	0	2	0	0	0	0
ASV.2024	0	0	2	0	0	0	0
ASV.2025	0	0	2	0	0	0	0
ASV.2026	0	0	2	0	0	0	0
ASV.2027	0	0	2	0	0	0	0
ASV.2028	0	0	2	0	0	0	0
ASV.2029	0	0	2	0	0	0	0
ASV.2030	0	0	2	0	0	0	0
ASV.2031	0	0	2	0	0	0	0
ASV.2032	0	0	2	0	0	0	0
ASV.2033	0	0	2	0	0	0	0
ASV.2034	0	0	2	0	0	0	0
ASV.2035	0	0	2	0	0	0	0
ASV.2036	0	0	2	0	0	0	0
ASV.2037	0	0	2	0	0	0	0
ASV.2038	0	0	2	0	0	0	0
ASV.2039	0	0	2	0	0	0	0
ASV.2040	0	0	2	0	0	0	0
ASV.2041	0	0	2	0	0	0	0
ASV.2042	0	0	2	0	0	0	0
ASV.2043	0	0	2	0	0	0	0
ASV.2044	0	0	2	0	0	0	0
ASV.2045	0	0	2	0	0	0	0
ASV.2046	0	0	2	0	0	0	0
ASV.2047	0	0	2	0	0	0	0
ASV.2048	0	0	2	0	0	0	0
ASV.2049	0	0	2	0	0	0	0
ASV.2050	0	0	2	0	0	0	0
ASV.2051	0	0	2	0	0	0	0
ASV.2052	0	0	2	0	0	0	0
ASV.2053	0	0	2	0	0	0	0
ASV.2054	0	0	2	0	0	0	0
ASV.2055	0	0	2	0	0	0	0
ASV.2056	0	0	2	0	0	0	0
ASV.2057	0	0	2	0	0	0	0
ASV.2058	0	0	2	0	0	0	0
ASV.2059	0	0	2	0	0	0	0
ASV.2060	0	0	2	0	0	0	0
ASV.2061	0	0	2	0	0	0	0
ASV.2062	0	0	2	0	0	0	0
ASV.2063	0	0	2	0	0	0	0
ASV.2064	0	0	2	0	0	0	0
ASV.2065	0	0	2	0	0	0	0
ASV.2066	0	0	2	0	0	0	0
ASV.2067	0	0	2	0	0	0	0
ASV.2068	0	0	2	0	0	0	0
ASV.2069	0	0	2	0	0	0	0
ASV.2070	0	0	2	0	0	0	0
ASV.2071	0	0	2	0	0	0	0
ASV.2072	0	0	2	0	0	0	0
ASV.2073	0	0	0	2	0	0	0
ASV.2074	0	0	0	2	0	0	0
ASV.2075	0	0	0	2	0	0	0
ASV.2076	0	0	0	2	0	0	0
ASV.2077	0	0	0	2	0	0	0
ASV.2078	0	0	0	2	0	0	0
ASV.2079	0	0	0	2	0	0	0
ASV.2080	0	0	0	2	0	0	0
ASV.2081	0	0	0	2	0	0	0
ASV.2082	0	0	0	2	0	0	0
ASV.2083	0	0	0	2	0	0	0
ASV.2084	0	0	0	2	0	0	0
ASV.2085	0	0	0	2	0	0	0
ASV.2086	0	0	0	2	0	0	0
ASV.2087	0	0	0	2	0	0	0
ASV.2088	0	0	0	2	0	0	0
ASV.2089	0	0	0	2	0	0	0
ASV.2090	0	0	0	2	0	0	0
ASV.2091	0	0	0	2	0	0	0
ASV.2092	0	0	0	2	0	0	0
ASV.2093	0	0	0	2	0	0	0
ASV.2094	0	0	0	2	0	0	0
ASV.2095	0	0	0	2	0	0	0
ASV.2096	0	0	0	2	0	0	0
ASV.2097	0	0	0	2	0	0	0
ASV.2098	0	0	0	2	0	0	0
ASV.2099	0	0	0	2	0	0	0
ASV.2100	0	0	0	2	0	0	0
ASV.2101	0	0	0	2	0	0	0
ASV.2102	0	0	0	2	0	0	0
ASV.2103	0	0	0	2	0	0	0
ASV.2104	0	0	0	2	0	0	0
ASV.2105	0	0	0	2	0	0	0
ASV.2106	0	0	0	2	0	0	0
ASV.2107	0	0	0	2	0	0	0
ASV.2108	0	0	0	2	0	0	0
ASV.2109	0	0	0	2	0	0	0
ASV.2110	0	0	0	2	0	0	0
ASV.2111	0	0	0	2	0	0	0
ASV.2112	0	0	0	2	0	0	0
ASV.2113	0	0	0	2	0	0	0
ASV.2114	0	0	0	2	0	0	0
ASV.2115	0	0	0	2	0	0	0
ASV.2116	0	0	0	2	0	0	0
ASV.2117	0	0	0	2	0	0	0
ASV.2118	0	0	0	2	0	0	0
ASV.2119	0	0	0	2	0	0	0
ASV.2120	0	0	0	2	0	0	0
ASV.2121	0	0	0	2	0	0	0
ASV.2122	0	0	0	2	0	0	0
ASV.2123	0	0	0	2	0	0	0
ASV.2124	0	0	0	2	0	0	0
ASV.2125	0	0	0	2	0	0	0
ASV.2126	0	0	0	2	0	0	0
ASV.2127	0	0	0	2	0	0	0
ASV.2128	0	0	0	2	0	0	0
ASV.2129	0	0	0	2	0	0	0
ASV.2130	0	0	0	2	0	0	0
ASV.2131	0	0	0	2	0	0	0
ASV.2132	0	0	0	2	0	0	0
ASV.2133	0	0	0	2	0	0	0
ASV.2134	0	0	0	2	0	0	0
ASV.2135	0	0	0	2	0	0	0
ASV.2136	0	0	0	2	0	0	0
ASV.2137	0	0	0	2	0	0	0
ASV.2138	0	0	0	2	0	0	0
ASV.2139	0	0	0	2	0	0	0
ASV.2140	0	0	0	0	2	0	0
ASV.2141	0	0	0	0	2	0	0
ASV.2142	0	0	0	0	2	0	0
ASV.2143	0	0	0	0	2	0	0
ASV.2144	0	0	0	0	2	0	0
ASV.2145	0	0	0	0	2	0	0
ASV.2146	0	0	0	0	2	0	0
ASV.2147	0	0	0	0	2	0	0
ASV.2148	0	0	0	0	2	0	0
ASV.2149	0	0	0	0	2	0	0
ASV.2150	0	0	0	0	2	0	0
ASV.2151	0	0	0	0	2	0	0
ASV.2152	0	0	0	0	2	0	0
ASV.2153	0	0	0	0	2	0	0
ASV.2154	0	0	0	0	2	0	0
ASV.2155	0	0	0	0	2	0	0
ASV.2156	0	0	0	0	2	0	0
ASV.2158	0	0	0	0	2	0	0
ASV.2159	0	0	0	0	0	2	0
ASV.2160	0	0	0	0	0	2	0
ASV.2161	0	0	0	0	0	2	0
ASV.2162	0	0	0	0	0	2	0
ASV.2163	0	0	0	0	0	2	0
ASV.2164	0	0	0	0	0	2	0
ASV.2165	0	0	0	0	0	2	0
ASV.2166	0	0	0	0	0	2	0
ASV.2167	0	0	0	0	0	2	0
ASV.2168	0	0	0	0	0	2	0
ASV.2169	0	0	0	0	0	2	0
ASV.2170	0	0	0	0	0	2	0
ASV.2171	0	0	0	0	0	2	0
ASV.2173	0	0	0	0	0	2	0
ASV.2174	0	0	0	0	0	2	0
ASV.2175	0	0	0	0	0	2	0
ASV.2176	0	0	0	0	0	2	0
ASV.2177	0	0	0	0	0	2	0
ASV.2178	0	0	0	0	0	2	0
ASV.2179	0	0	0	0	0	2	0
ASV.2180	0	0	0	0	0	2	0
ASV.2181	0	0	0	0	0	2	0
ASV.2182	0	0	0	0	0	2	0
ASV.2183	0	0	0	0	0	2	0
ASV.2184	0	0	0	0	0	2	0
ASV.2185	0	0	0	0	0	2	0
ASV.2186	0	0	0	0	0	2	0
ASV.2187	0	0	0	0	0	2	0
ASV.2188	0	0	0	0	0	2	0
ASV.2189	0	0	0	0	0	2	0
ASV.2190	0	0	0	0	0	2	0
ASV.2191	0	0	0	0	0	2	0
ASV.2192	0	0	0	0	0	2	0
ASV.2193	0	0	0	0	0	2	0
ASV.2194	0	0	0	0	0	2	0
ASV.2195	0	0	0	0	0	2	0
ASV.2196	0	0	0	0	0	2	0
ASV.2197	0	0	0	0	0	2	0
ASV.2198	0	0	0	0	0	2	0
ASV.2199	0	0	0	0	0	2	0
ASV.2200	0	0	0	0	0	2	0
ASV.2202	0	0	0	0	0	0	2
ASV.2203	0	0	0	0	0	0	2
ASV.2204	0	0	0	0	0	0	2
ASV.2205	0	0	0	0	0	0	2
ASV.2206	0	0	0	0	0	0	2
ASV.2207	0	0	0	0	0	0	2
ASV.2209	0	0	0	0	0	0	2
ASV.2210	0	0	0	0	0	0	2
ASV.2211	0	0	0	0	0	0	2
ASV.2212	0	0	0	0	0	0	2
ASV.2213	0	0	0	0	0	0	2
ASV.2214	0	0	0	0	0	0	2
ASV.2215	0	0	0	0	0	0	2
ASV.2216	0	0	0	0	0	0	2
ASV.2217	0	0	0	0	0	0	2
ASV.2218	0	0	0	1	0	0	0
ASV.2219	0	0	0	0	0	1	0
